"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0000079",159.515293800957,-1.06709491314072,0.354054428318691,-3.01392901144626,0.00257888140590904,0.0289272640719419
"FBgn0000083",5442.63170454361,-0.00828786790695377,0.134451056580987,-0.0616422668419981,0.950847716850699,0.98966424695338
"FBgn0000084",1695.91002088768,-0.148622963174821,0.170432986505512,-0.872031677799731,0.383191096355408,0.765003476844821
"FBgn0000092",12.6128982724471,0.753565398069041,0.497202465054145,1.5156107441804,0.129617808672738,0.463605080181863
"FBgn0000094",21.0900088710877,0.452452831571227,0.452641546295412,0.999583081301906,0.317512314161442,0.719314551251163
"FBgn0000097",3047.82384416528,0.00704308977469493,0.121621959407112,0.0579096884232822,0.953820565829316,0.990350370433808
"FBgn0000099",1.6717340460854,-0.442702899172228,1.43490202180785,-0.308524827788912,0.75768301119414,NA
"FBgn0000100",25406.8374384528,-0.161213937729951,0.130427220545164,-1.23604518332986,0.216441769007126,0.603701355042328
"FBgn0000108",50.0739541500761,0.20586531285197,0.37105511674164,0.554810602424088,0.57902421435396,0.866298496506923
"FBgn0000109",132.528164098497,-0.240012319724287,0.280811240520726,-0.854710514006552,0.392711428473461,0.769804887336862
"FBgn0000114",3.69120564589978,-0.0148584929219509,1.08919869103013,-0.0136416735021029,0.989115856911438,NA
"FBgn0000115",572.481675889813,0.0639573528605051,0.119346064320996,0.535898298987758,0.592028840140515,0.873577114431362
"FBgn0000116",658.392246950606,1.29078622550427,0.189937794867307,6.79583663907451,1.07685746889245e-11,8.61796607076139e-10
"FBgn0000117",10812.682313563,0.156734223616426,0.116529605875604,1.34501633673884,0.17861995891997,0.549624930488333
"FBgn0000119",643.493604010952,-0.105325448865218,0.119175938966688,-0.883781153968157,0.376814361748952,0.761225572810155
"FBgn0000120",0,NA,NA,NA,NA,NA
"FBgn0000121",9.0803732161961,0.0818008226192545,0.616226913631575,0.132744644561502,0.894395334019215,0.977942852551696
"FBgn0000137",0.087343676946538,0.90026855885989,3.81017301615324,0.236280230594043,0.813215226384258,NA
"FBgn0000139",647.194002893582,-0.403365618534484,0.112238626286211,-3.59382176957418,0.000325862784356537,0.005266322241164
"FBgn0000140",946.001367635105,0.0718792171803209,0.144463581054585,0.497559430934788,0.618794604178895,0.887088552699251
"FBgn0000142",1905.92194472857,-0.0986949595969794,0.107085047738462,-0.921650236716763,0.356711045424317,0.746799300356561
"FBgn0000146",1576.30641475813,0.490157724769682,0.0996346724232322,4.91954971947487,8.67435326070214e-07,2.86013004300823e-05
"FBgn0000147",415.443457019284,0.419670000271721,0.139503723550985,3.00830680063061,0.00262707778997292,0.0293492193905297
"FBgn0000150",8947.89987679134,0.277537692009616,0.144274744056439,1.9236748179643,0.0543953564072498,0.275552374545064
"FBgn0000152",510.941052499106,0.136057167731853,0.141819406219678,0.959369181965836,0.337372794640834,0.733753046772018
"FBgn0000153",24.8029621201495,-0.195179511272869,0.41179796904854,-0.47396909636012,0.635521944866111,0.895606018814874
"FBgn0000157",0.284854336053305,-1.66861160142968,3.61567003411784,-0.46149443552218,0.644443912716972,NA
"FBgn0000158",6.04274854909531,0.127614730742428,0.701596283168823,0.181891970929556,0.855667505661169,NA
"FBgn0000163",896.117248934645,-0.121624487464731,0.154945094046213,-0.784952167820536,0.432481613684383,0.795128003246106
"FBgn0000166",8.04614313802891,-0.0158853702959941,0.703316834631518,-0.022586364372064,0.981980220709168,0.995011124538885
"FBgn0000171",6836.91863140907,-0.0293805362964592,0.162676711936633,-0.180606897857044,0.85667614121889,0.966474322603269
"FBgn0000173",1545.76153518692,0.153717909337559,0.119276751887037,1.28874996095752,0.197485027286649,0.57794229328649
"FBgn0000179",1.06412667893113,0.803687972203978,1.84745993240191,0.435023221942948,0.663545571740291,NA
"FBgn0000180",27.406851861645,0.397328308161701,0.400187128413044,0.992856291348799,0.320779992862639,0.721368228874581
"FBgn0000181",13451.8877259857,-0.1667709535068,0.100921048977229,-1.65248929927819,0.0984348447539315,0.394175107196135
"FBgn0000182",3.81786308209388,-0.205919396605897,0.914309519260052,-0.225218476093902,0.821809316804412,NA
"FBgn0000183",2642.64636343421,-0.0134255946790194,0.0844950239345358,-0.158892134161902,0.873753857995485,0.972573249588747
"FBgn0000206",0,NA,NA,NA,NA,NA
"FBgn0000210",1573.20060566926,0.0341018201225373,0.153325770340613,0.22241414503759,0.823991501422903,0.960909860182532
"FBgn0000212",3287.46496086775,0.0994255931882637,0.104690090890726,0.949713505283346,0.342257845581884,0.737630055135354
"FBgn0000216",0.190048145436947,-0.772444029679091,3.81343347922586,-0.202558674194023,0.839479993534155,NA
"FBgn0000221",208.619887169355,-0.252386022229434,0.163186429016526,-1.54661158866265,0.121956933590447,0.446500516622958
"FBgn0000227",0,NA,NA,NA,NA,NA
"FBgn0000228",781.171311238561,-0.104993316241583,0.125346976535184,-0.837621450024465,0.402243341955968,0.775868212074049
"FBgn0000229",907.485966864453,-0.11438192524607,0.181634365773426,-0.629737245807063,0.528866509581546,0.848257647949025
"FBgn0000233",5.15742636729756,-0.916229084005234,0.841705493276208,-1.08853879572409,0.276357319415975,NA
"FBgn0000239",2481.48623953556,-0.027928337971401,0.0946931139812002,-0.294935257667688,0.768043337565881,0.944956873635826
"FBgn0000241",8.27984527194858,0.0515928534520697,0.7372658023088,0.0699786336088057,0.944210665849063,0.989018352338739
"FBgn0000242",160.670287460628,0.114292824155949,0.164575601263474,0.694470038562849,0.487387484057994,0.827623802979018
"FBgn0000244",510.186928378688,-0.397801185577624,0.133800668686826,-2.97308817274087,0.0029481974581236,0.0320756175738075
"FBgn0000246",176.411724125697,0.168165966554981,0.306884952065511,0.547977231933754,0.5837075364252,0.86923518228577
"FBgn0000247",2662.77441957903,-0.162857320547909,0.121347211691612,-1.34207715428838,0.179570980497935,0.550861511764606
"FBgn0000250",2251.33709227092,-0.101571018228555,0.105972508974941,-0.958465730509158,0.337827964051682,0.733753046772018
"FBgn0000251",1.97492562228389,0.427991488322515,1.19879554738806,0.357017916236862,0.721078393218446,NA
"FBgn0000253",10292.4207422362,0.0796765105139973,0.152799846768586,0.521443654552002,0.60205774742345,0.878985518359881
"FBgn0000256",2184.41274629441,-0.45082635233799,0.129605702143836,-3.47844535294956,0.00050433125713781,0.00768968230500285
"FBgn0000257",753.279359362576,0.0572817485511018,0.143756599576705,0.398463435555441,0.690288605811015,0.915887549018966
"FBgn0000258",1079.57216744893,0.060274974236677,0.391732759974802,0.153867586260986,0.877714142117795,0.974324664389187
"FBgn0000259",2030.25470905424,-0.047232013157021,0.179754880874949,-0.262757889672433,0.792737194455596,0.951798789992377
"FBgn0000261",1903.17593821783,-0.162761774333397,0.127440035329909,-1.2771636002144,0.201544494831677,0.586115208908851
"FBgn0000273",2102.23775428587,-0.125562416151472,0.149092350010692,-0.84217879819097,0.399687879532004,0.774529038729889
"FBgn0000274",0,NA,NA,NA,NA,NA
"FBgn0000276",69.4968591125523,0.152138845440001,0.412343504033508,0.368961421610363,0.712156480229479,0.92253360077042
"FBgn0000277",31.9807517700358,-0.487067916599172,0.50466604049993,-0.965129169612195,0.334480118318238,0.732792320284996
"FBgn0000278",44.7028436452136,-0.66978124328991,0.299853731906449,-2.23369320445501,0.0255032664422254,0.165659259148098
"FBgn0000279",98.3131469190713,0.489264710650793,0.230590453334738,2.12179083554925,0.0338553065754883,0.201702016197415
"FBgn0000280",0.49493356146143,1.02303045832069,2.68355327712012,0.381222339441894,0.703038274020932,NA
"FBgn0000281",0.992636089494352,-0.36113847515753,1.76066067209853,-0.205115318857602,0.837482028167128,NA
"FBgn0000283",3526.31008558795,-0.120207420538139,0.117231400405521,-1.02538586182818,0.30518115653517,0.707373721888801
"FBgn0000286",484.873825567724,-0.531568946015867,0.131464046241605,-4.04345493093181,5.26692842439653e-05,0.00111066690470471
"FBgn0000287",0.692535396871298,0.242699767967742,2.44563655033528,0.0992378724199512,0.920949405413287,NA
"FBgn0000289",3448.76262953296,-0.18086418865099,0.102115497452494,-1.77117277164645,0.0765319756291068,0.338277022390364
"FBgn0000299",50847.6179108074,0.636464824410104,0.132639266046671,4.79846461293111,1.59886548868062e-06,4.98402901209318e-05
"FBgn0000303",2.69203939162257,0.740289482113235,1.08250274179915,0.683868459199328,0.494058232396475,NA
"FBgn0000307",1642.82454444605,-0.0542393024848925,0.165584638100385,-0.327562406193805,0.743242550467666,0.936470046877557
"FBgn0000308",16758.1169758136,0.0378316256877653,0.148845006524747,0.254167919845369,0.799365833197257,0.953637222217597
"FBgn0000313",58.3929443931834,0.0176340379384668,0.237180463066988,0.0743486108022577,0.940732998205155,0.989013580991788
"FBgn0000316",1.90678747168759,-0.323149729965987,1.41692020248915,-0.228064875776562,0.819595805613529,NA
"FBgn0000317",1436.68048452464,-0.0723265081790479,0.128368278684931,-0.563429757880974,0.573142278487427,0.86447937539333
"FBgn0000318",906.753616132792,0.254232821663615,0.140198944656774,1.81337186443173,0.0697744860251627,0.319735514389136
"FBgn0000319",14032.9058467729,0.024704566232969,0.12029134973285,0.205372757790434,0.837280902760917,0.961729085520165
"FBgn0000320",1.16180797341892,-0.767106595159937,1.98252390267015,-0.386934348749473,0.698804811353253,NA
"FBgn0000326",269.368606143896,0.160264814328623,0.143250070927471,1.11877650943549,0.263235495523161,0.663308819024907
"FBgn0000330",227.230396667204,-0.174239951660338,0.173783561829598,-1.00262619678142,0.316041251235336,0.718103012293667
"FBgn0000337",25.3292318266985,0.00670335047923535,0.377673448169238,0.0177490647323227,0.985839038804905,0.996373809347083
"FBgn0000338",1832.90401100614,0.192089390822815,0.168510410696077,1.13992595489702,0.254317150771111,0.654091958089989
"FBgn0000339",565.948672253472,0.00844062691168871,0.169453489629948,0.0498108768967895,0.960273098933905,0.990414659730392
"FBgn0000346",94.0126752243329,0.641407906732217,0.217889616503323,2.94372865043083,0.00324284182504282,0.0346472047622996
"FBgn0000351",34.3175207607977,0.384316249888704,0.324534024647683,1.18420942243551,0.236330173177028,0.63345785165238
"FBgn0000352",837.427425801003,0.041575695816263,0.108311562978397,0.383852791641048,0.701087557645813,0.918219861464573
"FBgn0000355",0.372198012999843,-0.764652032543315,2.90300801192615,-0.263399904306832,0.792242364352891,NA
"FBgn0000356",0,NA,NA,NA,NA,NA
"FBgn0000357",3.41206329792148,0.391526746177087,0.919190484492926,0.425947344736792,0.670146214941261,NA
"FBgn0000358",0.0796749105101128,-0.719793320809052,3.81459675932753,-0.188694471846598,0.850332284583495,NA
"FBgn0000359",0.512456588636781,-1.05844034183494,2.41025906129523,-0.439139658815824,0.660560344307218,NA
"FBgn0000360",0.655096366188273,0.0517381139425348,2.54690609620708,0.0203141034605024,0.983792805174377,NA
"FBgn0000363",3.19839034781747,-0.0535317633437933,0.982121115180191,-0.0545062747520419,0.956531809494144,NA
"FBgn0000370",11183.3433115426,-0.0941505709679855,0.111670054862274,-0.843113859701281,0.399164768085339,0.774236393561938
"FBgn0000376",1250.21907629536,0.0894033328273862,0.137271559688251,0.651288096605185,0.514860530862099,0.843226233553534
"FBgn0000377",892.783145417565,0.0886095302509239,0.11698423610321,0.757448466584399,0.448781228809338,0.80848618341561
"FBgn0000382",733.171575823204,-0.125664444162511,0.142540209535624,-0.881606983544556,0.377989377287371,0.761279477284209
"FBgn0000384",598.77153580614,0.0211986435641329,0.164736061268665,0.128682471833294,0.897608905532513,0.978237386506102
"FBgn0000392",1080.22701781589,0.465805298156027,0.109278536673341,4.26255065574706,2.02106664111629e-05,0.000488992373663108
"FBgn0000394",621.778335326083,-0.18844158136186,0.12713734143795,-1.48218909747952,0.138289986709511,0.478396664029845
"FBgn0000395",496.874906795116,-0.376216969994447,0.202303576736923,-1.85966543974496,0.0629328745393336,0.300510794487019
"FBgn0000404",2429.45180115513,0.0637085070845927,0.100998614580247,0.630785950375328,0.528180490998963,0.848257647949025
"FBgn0000405",2318.16256844911,0.526630953123777,0.119357774819682,4.41220485150112,1.02323229921968e-05,0.000266970608978225
"FBgn0000406",265.508207219706,-2.03319401765922,0.27951011510833,-7.27413394993313,3.48649905341583e-13,3.45453947875952e-11
"FBgn0000409",4201.61613133004,-0.103146374790578,0.11312284766682,-0.911808506574856,0.36186953158028,0.748887178458012
"FBgn0000411",0,NA,NA,NA,NA,NA
"FBgn0000412",2799.14541301722,0.233856934940963,0.110933866887705,2.10807521185293,0.0350244842041895,0.205867783920529
"FBgn0000413",2709.4017735386,-0.00735627400503623,0.151970142488509,-0.0484060479550609,0.961392639386021,0.990414659730392
"FBgn0000414",2340.51087850447,-0.241932261492962,0.102299484932601,-2.36494114953126,0.0180329362094096,0.131219615055902
"FBgn0000416",38598.4010589658,-0.370506451343167,0.0757245407378618,-4.89281873132465,9.94019517626308e-07,3.23172829890772e-05
"FBgn0000422",6.74265395568728,0.44017811465393,0.677920900454755,0.649306009533936,0.516140602175809,0.843952299683741
"FBgn0000426",698.185351933298,0.195365194140221,0.149455337289873,1.30718111298564,0.191151208429096,0.569998123603336
"FBgn0000427",0.190048145436947,-0.772444029679091,3.81343347922586,-0.202558674194023,0.839479993534155,NA
"FBgn0000439",0,NA,NA,NA,NA,NA
"FBgn0000442",3.58976090424144,0.341465895603827,0.949713734059152,0.359546127804612,0.719186576537759,NA
"FBgn0000447",619.766935722834,0.52715691576883,0.11854662763835,4.44683181859063,8.71460117420478e-06,0.000233972985719053
"FBgn0000448",7.61962030656936,0.366695689658363,0.624459794445588,0.587220655228774,0.557055521816878,0.857584362076596
"FBgn0000449",0,NA,NA,NA,NA,NA
"FBgn0000451",0.631110405153444,0.492183668869547,2.18976833155581,0.224765178022214,0.822161956866328,NA
"FBgn0000454",2699.07549116503,-0.0083401694807306,0.141316855134352,-0.059017514031157,0.952938158246446,0.99005171527714
"FBgn0000455",535.580648295711,-0.162976851328973,0.167025258816445,-0.975761705048929,0.329182566034523,0.728666621570568
"FBgn0000459",4.72119790578584,0.49806260247902,0.837873449576585,0.594436549732795,0.55222016860523,NA
"FBgn0000463",1.32519236755264,1.09587663374232,1.61215450707808,0.679759060890838,0.496657032630194,NA
"FBgn0000464",1545.40584906511,-0.0763283245654293,0.115789540319134,-0.659198787343456,0.509768125536892,0.839825833104424
"FBgn0000472",2633.49958171659,-0.13703417925139,0.205335626389863,-0.667366796793502,0.504537869160706,0.836174568901744
"FBgn0000473",16.1622106885231,0.098076989877001,0.508615345540856,0.192831362122405,0.847091040996016,0.963153739988117
"FBgn0000477",1.55593651749315,-0.562699670447947,1.54386402770297,-0.364474889207152,0.715503421679473,NA
"FBgn0000479",881.74363689341,-0.224079164788239,0.120141086254506,-1.86513350073721,0.0621626938248087,0.298455476720338
"FBgn0000482",1016.7298545619,-0.0449747295765292,0.13028688770835,-0.34519766622414,0.729945773141444,0.932372417105009
"FBgn0000489",111.800665997973,0.126222378112966,0.196414548076581,0.642632530782562,0.520462569479349,0.845829553101724
"FBgn0000490",200.714847330613,0.863068687749676,0.205361350999731,4.20268314143885,2.63769688090537e-05,0.000613227685468587
"FBgn0000492",0.482571247926677,-1.03169201407132,2.44099835929712,-0.42265166223561,0.672549427770135,NA
"FBgn0000497",2.24832096409629,-3.48635678181272,1.67080969068447,-2.08662710136932,0.0369218555160337,NA
"FBgn0000499",965.304181333989,0.0239985887727156,0.131438485972332,0.18258418449652,0.855124294675321,0.965650091413627
"FBgn0000500",4.5906580910075,0.818530001448951,0.866154750175279,0.945015889231468,0.344650764140881,NA
"FBgn0000504",7.05381311023231,0.688440658644248,0.99158233811129,0.694284914307319,0.487503549693899,0.827623802979018
"FBgn0000520",600.104217206869,0.107623972245981,0.192251712675383,0.559807612365483,0.575610670751524,0.865146621237527
"FBgn0000524",891.434538067256,0.331268493838634,0.118103849945589,2.80489157628012,0.00503335079516071,0.04969463661699
"FBgn0000527",136.818434758498,-0.578906537692377,0.208850468869461,-2.77187090278555,0.0055735135866411,0.0535662281542885
"FBgn0000529",0.502252655783334,-0.793422846168203,2.68109240794762,-0.295932674239889,0.767281497608627,NA
"FBgn0000533",6.69491327965049,0.339490754200818,0.736840469771245,0.460738474783035,0.644986247709811,0.899325680198505
"FBgn0000535",177.571465950567,-0.712147286658163,0.236763924422883,-3.00783697682844,0.00263114240166163,0.0293552254812731
"FBgn0000536",871.574573296314,0.0439961260924983,0.152229098913276,0.28901258962035,0.772571743358367,0.945584706429686
"FBgn0000541",4907.53497226926,-0.12212918728301,0.196495177719513,-0.621537834670643,0.534245808836869,0.850332336715956
"FBgn0000542",161.252366068971,0.0411486246544348,0.210218068058761,0.195742568821119,0.844811663760345,0.963153739988117
"FBgn0000543",727.252014009111,0.17231602316502,0.157222896767563,1.09599827192963,0.273079530716789,0.675234977467568
"FBgn0000546",937.51615000797,-0.127543109754787,0.135303651285053,-0.94264351732891,0.345863272969088,0.740766860762152
"FBgn0000547",341.818021903022,0.531439310096037,0.200814940777885,2.64641320031982,0.00813503797324072,0.0721064121951891
"FBgn0000551",1.61860903967822,0.0277800814374991,1.57948709032017,0.0175880395653426,0.985967498246747,NA
"FBgn0000552",0,NA,NA,NA,NA,NA
"FBgn0000556",196243.90431698,-0.192102164797531,0.113168688408778,-1.697485121535,0.089604981659087,0.374388685917962
"FBgn0000557",43.7341308235938,0.308283739480103,0.283756054300252,1.08643933691683,0.277284665956544,0.67965882789971
"FBgn0000559",107460.019098875,0.0169188155780125,0.111994387472057,0.151068423694301,0.879921740834604,0.975208374682841
"FBgn0000560",0.330918536227288,-0.137137859892413,3.5108502622251,-0.0390611531821633,0.968841632586398,NA
"FBgn0000562",1459.2751425309,-0.133243753299371,0.110196447672486,-1.20914744634404,0.226606203797273,0.619150560667064
"FBgn0000564",0,NA,NA,NA,NA,NA
"FBgn0000565",602.088255866095,0.743699646045515,0.181411806404704,4.09951072526353,4.14024484379415e-05,0.000902074812431903
"FBgn0000566",798.3232117264,0.144054075160009,0.137591663933292,1.04696804328096,0.295114317283839,0.697466330620353
"FBgn0000567",261.177919822776,-1.22641821354263,0.169246419417565,-7.24634658602032,4.28163644201993e-13,4.09609886286573e-11
"FBgn0000568",3629.21943784739,-0.209078269546777,0.21840160157688,-0.957311063825595,0.338410272651656,0.734442946357166
"FBgn0000575",1422.24769661688,0.311937598789992,0.173768574127548,1.7951324073191,0.0726326065356147,0.328009324034683
"FBgn0000576",0,NA,NA,NA,NA,NA
"FBgn0000577",0.349397966457172,-1.81448450634004,3.37339135716545,-0.537881411976075,0.590658921983493,NA
"FBgn0000578",5449.57609365189,-0.325669030538557,0.112488458257017,-2.89513284815816,0.00378998098916348,0.0392338454885667
"FBgn0000579",8747.44837739629,0.468882750365771,0.13357148629756,3.5103506246927,0.00044751616718066,0.00688480047956494
"FBgn0000581",3447.52686953777,-0.156123462220327,0.119349446682976,-1.30812053645319,0.19083242891403,0.56993075979574
"FBgn0000588",339.933386184802,-0.172099151906124,0.157856589475234,-1.09022469368074,0.275614178273651,0.677877306670095
"FBgn0000591",0.125504515033079,-0.772444029679091,3.81343347922586,-0.202558674194023,0.839479993534155,NA
"FBgn0000592",3.23520019938391,-0.100172797365303,1.06780820527877,-0.0938116010629001,0.925258816013333,NA
"FBgn0000594",21.505280933451,-0.396518554120562,0.465629671322043,-0.851574928622446,0.394450059724702,0.77075536371606
"FBgn0000606",0.880100618936038,-0.171574889450008,2.07421025608165,-0.0827181762055919,0.934075631879841,NA
"FBgn0000611",1381.11303369116,-0.2111822041186,0.113398249874624,-1.86230567360685,0.062560016215732,0.299762242350914
"FBgn0000615",382.457014293175,-0.0488874992456536,0.195964989005612,-0.249470578870869,0.802996796252699,0.954203232047741
"FBgn0000617",819.388621367137,0.0645993811008012,0.161910301992042,0.398982524928996,0.689906080546484,0.915887549018966
"FBgn0000618",151.72002665168,0.30553364968712,0.193253186150387,1.58100187517404,0.113877608981412,0.430819699796497
"FBgn0000625",0.464091817696793,0.409323026579286,2.45542555678597,0.166701460546444,0.867604956269219,NA
"FBgn0000629",1117.35000501314,-0.136021063430718,0.129330501960248,-1.05173227791636,0.292922397517928,0.695955288907608
"FBgn0000630",20.7692279739226,-0.122847375593003,0.479250452101311,-0.256332310286552,0.797694250459674,0.95259683333242
"FBgn0000633",24.6651166473495,1.06698894096332,0.382043568387375,2.79284623339462,0.00522465211344112,0.0509189455973893
"FBgn0000634",352.305103674179,0.376966773840533,0.146904661047137,2.56606407961132,0.0102859823989436,0.0864749813196036
"FBgn0000635",153.589865339278,0.462424752587646,0.335321554934586,1.37904869455187,0.167879740820025,0.531178621827005
"FBgn0000636",50.0555692361442,-0.28402483554632,0.270852127943703,-1.04863431460784,0.294346456324585,0.696770635946963
"FBgn0000639",0.882348946657227,-1.75863778194896,2.08396157920937,-0.843891653039098,0.398729952914424,NA
"FBgn0000640",1.06788039144157,-0.32580045805226,2.17920074634947,-0.149504564275701,0.881155508074073,NA
"FBgn0000644",6.04034382374812,-1.0112979073593,0.767808395022895,-1.3171227534301,0.187797481265946,NA
"FBgn0000658",3.95393057502517,0.617931063437917,0.865996684028085,0.713548994857211,0.475506106529999,NA
"FBgn0000659",2.16928769382924,0.960176999506687,1.18613900235069,0.809497873018091,0.418228825781264,NA
"FBgn0000662",1177.02435639332,-0.132253875321714,0.100233565907382,-1.31945695161558,0.187016392758782,0.564339011750431
"FBgn0000667",1500.48249436884,-0.108024782901769,0.159004769337295,-0.679380771734068,0.496896629997126,0.832179853984626
"FBgn0000709",2264.80155116433,-0.157684880139554,0.117841801297937,-1.33810649873624,0.18086172260011,0.553016942395561
"FBgn0000711",1054.22117364293,0.0493432948892182,0.125605906729152,0.392842153479443,0.694436068451111,0.916299299844919
"FBgn0000715",0.167018587456651,0.199113885676895,3.80781883510775,0.0522907980393086,0.958296985388213,NA
"FBgn0000719",2103.48669163677,-0.118361817622077,0.11503818461758,-1.02889156340172,0.303530633263239,0.705857821729751
"FBgn0000721",930.396084103045,0.0839231794397912,0.106653066585378,0.786880135064931,0.431352037283224,0.794455190597095
"FBgn0000723",2013.91808753976,-0.0737965449706105,0.120700754856766,-0.611400857088123,0.540934235376828,0.85284800435607
"FBgn0000808",130.707370562256,-0.022625311568954,0.190694482283845,-0.118646912579656,0.905555096959888,0.980630927867832
"FBgn0000810",291.937357460634,-0.0374764248735482,0.23132280764403,-0.162009208063991,0.871298602680303,0.971364711819929
"FBgn0000826",125.672709110785,0.59838111717722,0.203639864552318,2.93842818297243,0.00329881075817395,0.0351099769057312
"FBgn0000927",33.9658396948468,0.276425350363768,0.372087207175925,0.742904741234687,0.457539355013941,0.812930631052402
"FBgn0000928",677.61312347261,0.470045616741892,0.132827601437207,3.53876462162951,0.000402004132674694,0.00627744914868944
"FBgn0000964",0.277391822383485,0.14738506696758,3.68497533439548,0.0399962153319972,0.968096143607918,NA
"FBgn0000986",2374.76331148278,0.0467042043012144,0.119905979291907,0.389506883451698,0.696901219657035,0.917362935778078
"FBgn0000996",1207.38816067516,-0.229234181579136,0.104101467099859,-2.20202642638305,0.0276634418282189,0.175089601776628
"FBgn0001075",44.38551226584,-0.0101275436820963,0.305173235037836,-0.0331862120242643,0.973526093277904,0.992729438171036
"FBgn0001077",0,NA,NA,NA,NA,NA
"FBgn0001078",1144.96895658426,-0.00627515636248997,0.165274126700477,-0.0379681713512383,0.969713059303304,0.992097832119
"FBgn0001079",376.75091808679,-0.0244642586547019,0.132612739197079,-0.184478948273174,0.853637740571588,0.965190210916508
"FBgn0001083",189.883006910654,0.0914273129423348,0.207703375111312,0.440182124596374,0.659805205268376,0.902771448865476
"FBgn0001084",68.632578755179,0.375801989653825,0.227333976874496,1.65308325143713,0.098313921483907,0.394155476161155
"FBgn0001085",9.94534595265103,0.580127571902901,0.623615893358776,0.930264250929127,0.352234282452564,0.743379766939699
"FBgn0001086",1137.42419030309,0.00146017313985042,0.103098604073664,0.0141628798272295,0.988700034621947,0.996602929412433
"FBgn0001087",1704.4552673577,0.0854554576821109,0.114677486629481,0.745180769074708,0.456162446899889,0.812930631052402
"FBgn0001089",51.9275986701211,0.164205104667741,0.283420836329539,0.579368499487514,0.562340554382667,0.860578052779347
